facility_id ,facility_category                                                                               ,facility_size      ,state                           ,city                                              ,phone       ,is_premium ,premium_since ,is_churn ,churn_since
      72320 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1133113336  ,         0 ,na            ,na       ,na
      72400 ,consultorios dentales del sector privado                                                        ,6 a 10 personas    ,guanajuato                      ,leon                                              ,17723116    ,         0 ,na            ,na       ,na
      72480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1131391113  ,         0 ,na            ,na       ,na
      72560 ,consultorios de psicologia del sector privado                                                   ,11 a 30 personas   ,guanajuato                      ,leon                                              ,177292      ,         0 ,na            ,na       ,na
      72640 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guerrero                        ,iguala de la independencia                        ,73333313    ,         0 ,na            ,na       ,na
      72720 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guerrero                        ,acapulco de juarez                                ,71116677    ,         0 ,na            ,na       ,na
      72800 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guerrero                        ,eduardo neri                                      ,71717969    ,         1 ,8/3/2022      ,0        ,na
      72880 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,guerrero                        ,acapulco de juarez                                ,0           ,         0 ,na            ,na       ,na
      72960 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1132266169  ,         1 ,7/10/2020     ,0        ,na
      73040 ,consultorios de medicina general del sector privado                                             ,6 a 10 personas    ,guerrero                        ,zihuatanejo de azueta                             ,0           ,         0 ,na            ,na       ,na
      73120 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,guerrero                        ,chilapa de alvarez                                ,1916        ,         0 ,na            ,na       ,na
      73200 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,michoacan de ocampo             ,la piedad                                         ,3929229361  ,         0 ,na            ,na       ,na
      73280 ,consultorios de medicina especializada del sector privado                                       ,6 a 10 personas    ,hidalgo                         ,tula de allende                                   ,0           ,         0 ,na            ,na       ,na
      73360 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,hidalgo                         ,santiago tulantepec de lugo guerrero              ,77963236    ,         0 ,na            ,na       ,na
      73440 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,hidalgo                         ,tula de allende                                   ,0           ,         1 ,9/1/2022      ,0        ,na
      73520 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,hidalgo                         ,tulancingo de bravo                               ,0           ,         1 ,8/6/2022      ,1        ,10/15/2022
      73600 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,senguio                                           ,7661166291  ,         0 ,na            ,na       ,na
      73680 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,hidalgo                         ,progreso de obregon                               ,73672616    ,         1 ,9/27/2022     ,1        ,9/27/2022
      73760 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,hidalgo                         ,ixmiquilpan                                       ,79972336    ,         1 ,1/13/2022     ,1        ,3/9/2022
      73840 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,0           ,         0 ,na            ,na       ,na
      73920 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,33363297    ,         1 ,3/29/2021     ,0        ,na
      74000 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         0 ,na            ,na       ,na
      74080 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1133131696  ,         0 ,na            ,na       ,na
      74160 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,jalisco                         ,tepatitlan de morelos                             ,0           ,         1 ,3/15/2021     ,0        ,na
      74240 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,33112916    ,         0 ,na            ,na       ,na
      74320 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,michoacan de ocampo             ,santa ana maya                                    ,1132199331  ,         0 ,na            ,na       ,na
      74400 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         1 ,8/24/2020     ,0        ,na
      74480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         0 ,na            ,na       ,na
      74560 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1133919329  ,         1 ,4/7/2021      ,0        ,na
      74640 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,michoacan de ocampo             ,zitacuaro                                         ,7191937111  ,         1 ,3/17/2021     ,1        ,7/24/2021
      74720 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,michoacan de ocampo             ,apatzingan                                        ,1931191323  ,         0 ,na            ,na       ,na
      74800 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1132663262  ,         0 ,na            ,na       ,na
      74880 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,jalisco                         ,autlan de navarro                                 ,0           ,         0 ,na            ,na       ,na
      74960 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1131371116  ,         0 ,na            ,na       ,na
      75040 ,consultorios dentales del sector privado                                                        ,6 a 10 personas    ,jalisco                         ,guadalajara                                       ,33121736    ,         0 ,na            ,na       ,na
      75120 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,jalisco                         ,tonala                                            ,0           ,         1 ,11/21/2020    ,1        ,6/4/2022
      75200 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1132212172  ,         1 ,6/12/2022     ,0        ,na
      75280 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,jalisco                         ,tepatitlan de morelos                             ,0           ,         0 ,na            ,na       ,na
      75360 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,33169713    ,         0 ,na            ,na       ,na
      75440 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         1 ,5/13/2020     ,0        ,na
      75520 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,jalisco                         ,tequila                                           ,0           ,         0 ,na            ,na       ,na
      75600 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1133171691  ,         0 ,na            ,na       ,na
      75680 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1132361116  ,         0 ,na            ,na       ,na
      75760 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         0 ,na            ,na       ,na
      75840 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         1 ,9/26/2022     ,0        ,na
      75920 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,mexico                          ,ecatepec de morelos                               ,0           ,         0 ,na            ,na       ,na
      76000 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,mexico                          ,cuautitlan                                        ,0           ,         0 ,na            ,na       ,na
      76080 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,jaltenco                                          ,0           ,         0 ,na            ,na       ,na
      76160 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,mexico                          ,coacalco de berriozabal                           ,0           ,         1 ,11/25/2022    ,0        ,na
      76240 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,toluca                                            ,722676      ,         1 ,5/15/2021     ,0        ,na
      76320 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,apatzingan                                        ,1939316121  ,         1 ,10/16/2020    ,1        ,2/17/2021
      76400 ,clinicas de consultorios medicos del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1131719191  ,         0 ,na            ,na       ,na
      76480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,metepec                                           ,0           ,         1 ,10/16/2020    ,1        ,1/21/2022
      76560 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,nezahualcoyotl                                    ,0           ,         0 ,na            ,na       ,na
      76640 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,ecatepec de morelos                               ,0           ,         0 ,na            ,na       ,na
      76720 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,michoacan de ocampo             ,lazaro cardenas                                   ,7939371629  ,         0 ,na            ,na       ,na
      76800 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,amatepec                                          ,0           ,         0 ,na            ,na       ,na
      76880 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,michoacan de ocampo             ,zitacuaro                                         ,7191299276  ,         0 ,na            ,na       ,na
      76960 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,nicolas romero                                    ,0           ,         0 ,na            ,na       ,na
      77040 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,nezahualcoyotl                                    ,0           ,         0 ,na            ,na       ,na
      77120 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,mexico                          ,chimalhuacan                                      ,996911      ,         1 ,11/23/2022    ,0        ,na
      77200 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,mexico                          ,toluca                                            ,0           ,         0 ,na            ,na       ,na
      77280 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,mexico                          ,cuautitlan izcalli                                ,0           ,         0 ,na            ,na       ,na
      77360 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,mexico                          ,metepec                                           ,722279      ,         0 ,na            ,na       ,na
      77440 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,mexico                          ,nezahualcoyotl                                    ,0           ,         0 ,na            ,na       ,na
      77520 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,lerma                                             ,0           ,         1 ,7/12/2020     ,0        ,na
      77600 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,mexico                          ,valle de chalco solidaridad                       ,99217631    ,         0 ,na            ,na       ,na
      77680 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,mexico                          ,atizapan de zaragoza                              ,996793      ,         1 ,7/4/2021      ,0        ,na
      77760 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,apaxco                                            ,0           ,         1 ,6/16/2021     ,1        ,12/6/2021
      77840 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,ecatepec de morelos                               ,99216993    ,         1 ,8/27/2021     ,1        ,3/7/2022
      77920 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,morelos                         ,cuautla                                           ,7393921277  ,         1 ,9/29/2021     ,1        ,4/3/2022
      78000 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,mexico                          ,ecatepec de morelos                               ,0           ,         0 ,na            ,na       ,na
      78080 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,morelos                         ,jojutla                                           ,7313111329  ,         1 ,3/15/2022     ,0        ,na
      78160 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,mexico                          ,zinacantepec                                      ,0           ,         1 ,10/27/2021    ,1        ,4/27/2022
      78240 ,laboratorios medicos y de diagnostico del sector privado                                        ,6 a 10 personas    ,mexico                          ,nezahualcoyotl                                    ,0           ,         0 ,na            ,na       ,na
      78320 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,morelos                         ,cuernavaca                                        ,7773223696  ,         0 ,na            ,na       ,na
      78400 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,naucalpan de juarez                               ,0           ,         0 ,na            ,na       ,na
      78480 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,mexico                          ,huehuetoca                                        ,0           ,         1 ,4/2/2020      ,1        ,11/21/2020
      78560 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,morelos                         ,jonacatepec de leandro valle                      ,9911996311  ,         0 ,na            ,na       ,na
      78640 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,mexico                          ,nezahualcoyotl                                    ,0           ,         0 ,na            ,na       ,na
      78720 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,mexico                          ,atlautla                                          ,0           ,         0 ,na            ,na       ,na
      78800 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,mexico                          ,valle de chalco solidaridad                       ,0           ,         1 ,6/2/2022      ,0        ,na
      78880 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,mexico                          ,texcoco                                           ,0           ,         0 ,na            ,na       ,na
      78960 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,morelos                         ,jiutepec                                          ,7772912191  ,         1 ,9/10/2021     ,0        ,na
      79040 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,morelos                         ,cuernavaca                                        ,7773169611  ,         0 ,na            ,na       ,na
      79120 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,morelos                         ,ayala                                             ,7391199292  ,         1 ,8/5/2020      ,0        ,na
      79200 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,0           ,         1 ,4/17/2022     ,0        ,na
      79280 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,0           ,         1 ,5/2/2021      ,0        ,na
      79360 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,morelos                         ,miacatlan                                         ,7771313671  ,         1 ,7/31/2022     ,0        ,na
      79440 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,puruandiro                                        ,0           ,         0 ,na            ,na       ,na
      79520 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,morelos                         ,axochiapan                                        ,7391217629  ,         1 ,4/12/2021     ,0        ,na
      79600 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,0           ,         0 ,na            ,na       ,na
      79680 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,zitacuaro                                         ,0           ,         0 ,na            ,na       ,na
      79760 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,113963      ,         1 ,6/7/2021      ,0        ,na
      79840 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,churumuco                                         ,0           ,         1 ,11/1/2021     ,1        ,5/29/2022
      79920 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,hidalgo                                           ,11717911    ,         1 ,12/2/2020     ,1        ,5/5/2021
      80000 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,maravatio                                         ,117116      ,         1 ,9/27/2021     ,0        ,na
      80080 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,michoacan de ocampo             ,uruapan                                           ,0           ,         1 ,9/28/2020     ,1        ,9/1/2021
      80160 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,hidalgo                                           ,766336      ,         0 ,na            ,na       ,na
      80240 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,uruapan                                           ,0           ,         0 ,na            ,na       ,na
      80320 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,morelos                         ,tepoztlan                                         ,0           ,         0 ,na            ,na       ,na
      80400 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,morelos                         ,jojutla                                           ,0           ,         0 ,na            ,na       ,na
      80480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,morelos                         ,cuautla                                           ,0           ,         1 ,5/12/2022     ,1        ,6/18/2022
      80560 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,morelos                         ,temoac                                            ,0           ,         0 ,na            ,na       ,na
      80640 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,morelos                         ,cuernavaca                                        ,777329      ,         0 ,na            ,na       ,na
      80720 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,nayarit                         ,tuxpan                                            ,3231212136  ,         0 ,na            ,na       ,na
      80800 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,morelos                         ,cuautla                                           ,0           ,         1 ,1/22/2021     ,1        ,7/11/2022
      80880 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nayarit                         ,san blas                                          ,0           ,         0 ,na            ,na       ,na
      80960 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nayarit                         ,tepic                                             ,311131      ,         1 ,9/22/2020     ,0        ,na
      81040 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nayarit                         ,tepic                                             ,311269      ,         0 ,na            ,na       ,na
      81120 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,61179922    ,         0 ,na            ,na       ,na
      81200 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nayarit                         ,tepic                                             ,3111169662  ,         1 ,4/10/2020     ,1        ,10/25/2020
      81280 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nayarit                         ,tepic                                             ,3112961396  ,         1 ,2/3/2020      ,0        ,na
      81360 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,nuevo leon                      ,guadalupe                                         ,0           ,         1 ,11/15/2021    ,0        ,na
      81440 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,nuevo leon                      ,guadalupe                                         ,6113111366  ,         1 ,7/11/2021     ,1        ,4/1/2022
      81520 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,6112106279  ,         0 ,na            ,na       ,na
      81600 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nuevo leon                      ,san nicolas de los garza                          ,6131        ,         1 ,7/24/2021     ,0        ,na
      81680 ,laboratorios medicos y de diagnostico del sector privado                                        ,6 a 10 personas    ,nuevo leon                      ,monterrey                                         ,6163166612  ,         1 ,8/15/2022     ,1        ,11/1/2022
      81760 ,consultorios de medicina especializada del sector privado                                       ,6 a 10 personas    ,nuevo leon                      ,monterrey                                         ,61299732    ,         0 ,na            ,na       ,na
      81840 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,61117972    ,         0 ,na            ,na       ,na
      81920 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nuevo leon                      ,montemorelos                                      ,0           ,         1 ,1/21/2022     ,1        ,9/24/2022
      82000 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,6117769976  ,         1 ,6/30/2022     ,1        ,8/16/2022
      82080 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,oaxaca                          ,san pablo villa de mitla                          ,991162      ,         1 ,1/5/2022      ,1        ,9/11/2022
      82160 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,oaxaca                          ,santiago pinotepa nacional                        ,0           ,         1 ,1/21/2020     ,1        ,10/4/2021
      82240 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,oaxaca                          ,oaxaca de juarez                                  ,991229      ,         1 ,2/12/2021     ,1        ,8/8/2021
      82320 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,oaxaca                          ,santo domingo tehuantepec                         ,0           ,         1 ,8/1/2022      ,0        ,na
      82400 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,oaxaca                          ,oaxaca de juarez                                  ,0           ,         1 ,2/22/2021     ,0        ,na
      82480 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,oaxaca                          ,santo domingo tehuantepec                         ,0           ,         1 ,4/16/2021     ,0        ,na
      82560 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,oaxaca                          ,san pedro y san pablo ayutla                      ,0           ,         0 ,na            ,na       ,na
      82640 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,oaxaca                          ,heroica ciudad de tlaxiaco                        ,99379611    ,         1 ,10/22/2021    ,1        ,2/27/2022
      82720 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,puebla                          ,puebla                                            ,22221779    ,         0 ,na            ,na       ,na
      82800 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,puebla                          ,xicotepec                                         ,0           ,         0 ,na            ,na       ,na
      82880 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,puebla                          ,puebla                                            ,0           ,         1 ,11/21/2021    ,0        ,na
      82960 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,nuevo leon                      ,san pedro garza garcia                            ,6166799966  ,         1 ,8/21/2021     ,0        ,na
      83040 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,puebla                          ,san pedro cholula                                 ,22213161    ,         0 ,na            ,na       ,na
      83120 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,puebla                          ,puebla                                            ,222221      ,         0 ,na            ,na       ,na
      83200 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,puebla                          ,huehuetlan el grande                              ,0           ,         1 ,9/9/2020      ,0        ,na
      83280 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,6161196731  ,         1 ,10/22/2021    ,1        ,10/17/2022
      83360 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,puebla                          ,acatzingo                                         ,0           ,         1 ,3/24/2020     ,0        ,na
      83440 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,puebla                          ,zacatlan                                          ,79736721    ,         1 ,7/19/2022     ,1        ,10/6/2022
      83520 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,puebla                          ,puebla                                            ,0           ,         1 ,12/25/2021    ,1        ,11/13/2022
      83600 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,puebla                          ,tecamachalco                                      ,219196      ,         0 ,na            ,na       ,na
      83680 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,puebla                          ,puebla                                            ,22221916    ,         1 ,11/7/2021     ,0        ,na
      83760 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,puebla                          ,amozoc                                            ,0           ,         1 ,7/5/2022      ,1        ,10/18/2022
      83840 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,6163199629  ,         0 ,na            ,na       ,na
      83920 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,queretaro                       ,queretaro                                         ,0           ,         0 ,na            ,na       ,na
      84000 ,consultorios de medicina general del sector privado                                             ,11 a 30 personas   ,queretaro                       ,colon                                             ,11111119    ,         1 ,3/27/2021     ,1        ,1/4/2022
      84080 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,queretaro                       ,san juan del rio                                  ,12727629    ,         1 ,7/12/2020     ,0        ,na
      84160 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,queretaro                       ,queretaro                                         ,3317373737  ,         0 ,na            ,na       ,na
      84240 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,queretaro                       ,corregidora                                       ,11276962    ,         0 ,na            ,na       ,na
      84320 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,quintana roo                    ,puerto morelos                                    ,996367      ,         0 ,na            ,na       ,na
      84400 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,quintana roo                    ,solidaridad                                       ,9616        ,         1 ,5/19/2022     ,1        ,10/15/2022
      84480 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,quintana roo                    ,benito juarez                                     ,99622936    ,         1 ,8/5/2022      ,1        ,12/13/2022
      84560 ,consultorios dentales del sector privado                                                        ,6 a 10 personas    ,nuevo leon                      ,apodaca                                           ,6113119979  ,         0 ,na            ,na       ,na
      84640 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,san luis potosi                 ,san luis potosi                                   ,0           ,         0 ,na            ,na       ,na
      84720 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,san luis potosi                 ,san luis potosi                                   ,0           ,         1 ,1/29/2022     ,0        ,na
      84800 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,san luis potosi                 ,san luis potosi                                   ,11117111    ,         0 ,na            ,na       ,na
      84880 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,san luis potosi                 ,soledad de graciano sanchez                       ,11162113    ,         1 ,6/7/2020      ,1        ,12/26/2022
      84960 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,sinaloa                         ,guasave                                           ,0           ,         1 ,8/2/2020      ,0        ,na
      85040 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sinaloa                         ,culiacan                                          ,667796      ,         1 ,10/19/2020    ,0        ,na
      85120 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,sinaloa                         ,badiraguato                                       ,0           ,         1 ,4/25/2021     ,1        ,6/27/2021
      85200 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,sinaloa                         ,el fuerte                                         ,66616239    ,         1 ,1/5/2022      ,1        ,9/5/2022
      85280 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sinaloa                         ,culiacan                                          ,0           ,         0 ,na            ,na       ,na
      85360 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,sinaloa                         ,culiacan                                          ,667299      ,         0 ,na            ,na       ,na
      85440 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sinaloa                         ,culiacan                                          ,667716      ,         0 ,na            ,na       ,na
      85520 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,sinaloa                         ,ahome                                             ,0           ,         0 ,na            ,na       ,na
      85600 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sonora                          ,caborca                                           ,0           ,         0 ,na            ,na       ,na
